月の出,月の入,月齢
20:10,10:29,20.0
21:09,11:38,21.0
22:16,12:39,22.0
23:27,13:32,23.0
--:--,14:15,24.0
0:39,14:51,25.0
1:48,15:22,26.0
2:55,15:49,27.0
4:00,16:16,28.0
5:04,16:42,29.0
6:07,17:09,0.5
7:11,17:39,1.5
8:14,18:13,2.5
9:16,18:52,3.5
10:15,19:37,4.5
11:09,20:28,5.5
11:58,21:23,6.5
12:40,22:22,7.5
13:16,23:22,8.5
13:48,--:--,9.5
14:16,0:23,10.5
14:42,1:24,11.5
15:08,2:26,12.5
15:35,3:30,13.5
16:04,4:36,14.5
16:36,5:45,15.5
17:16,6:58,16.5
18:03,8:12,17.5
19:01,9:25,18.5
20:07,10:32,19.5
21:18,11:28,20.5
