月の出,月の入,月齢
20:12,5:05,16.0
20:46,6:06,17.0
21:16,7:07,18.0
21:42,8:08,19.0
22:08,9:08,20.0
22:32,10:09,21.0
22:59,11:12,22.0
23:28,12:17,23.0
--:--,13:25,24.0
0:02,14:38,25.0
0:43,15:52,26.0
1:35,17:05,27.0
2:38,18:10,28.0
3:50,19:05,29.0
5:07,19:49,0.7
6:23,20:25,1.7
7:35,20:56,2.7
8:43,21:23,3.7
9:47,21:49,4.7
10:50,22:14,5.7
11:51,22:41,6.7
12:52,23:11,7.7
13:52,23:45,8.7
14:52,--:--,9.7
15:50,0:24,10.7
16:43,1:09,11.7
17:31,2:01,12.7
18:12,2:58,13.7
18:48,3:58,14.7
19:19,4:59,15.7
19:47,6:01,16.7
