月の出,月の入,月齢
23:46,11:56,21.8
--:--,12:23,22.8
0:49,12:48,23.8
1:51,13:15,24.8
2:52,13:42,25.8
3:54,14:13,26.8
4:55,14:48,27.8
5:56,15:29,28.8
6:53,16:16,0.1
7:46,17:08,1.1
8:32,18:05,2.1
9:12,19:03,3.1
9:47,20:03,4.1
10:17,21:02,5.1
10:43,22:00,6.1
11:08,22:59,7.1
11:33,23:59,8.1
11:58,--:--,9.1
12:26,1:02,10.1
12:58,2:08,11.1
13:37,3:19,12.1
14:25,4:33,13.1
15:25,5:47,14.1
16:35,6:56,15.1
17:52,7:55,16.1
19:09,8:43,17.1
20:23,9:23,18.1
21:33,9:55,19.1
22:40,10:24,20.1
23:43,10:51,21.1
--:--,11:18,22.1
