月の出,月の入,月齢
14:05,4:21,12.1
15:06,5:35,13.1
16:17,6:42,14.1
17:32,7:37,15.1
18:46,8:22,16.1
19:56,8:58,17.1
21:02,9:29,18.1
22:04,9:55,19.1
23:04,10:19,20.1
--:--,10:43,21.1
0:03,11:08,22.1
1:02,11:35,23.1
2:01,12:05,24.1
3:01,12:41,25.1
4:00,13:23,26.1
4:56,14:12,27.1
5:48,15:07,28.1
6:34,16:08,29.1
7:13,17:12,0.3
7:47,18:16,1.3
8:17,19:20,2.3
8:44,20:23,3.3
9:10,21:27,4.3
9:36,22:33,5.3
10:03,23:40,6.3
10:34,--:--,7.3
11:11,0:51,8.3
11:55,2:04,9.3
12:50,3:17,10.3
13:54,4:24,11.3
15:06,5:24,12.3
