月の出,月の入,月齢
 8:58,20:50,  2.6
 9:28,21:57,  3.6
 9:57,23:05,  4.6
10:29,--:--,  5.6
11:04, 0:14,  6.6
11:44, 1:24,  7.6
12:31, 2:34,  8.6
13:26, 3:41,  9.6
14:27, 4:42, 10.6
15:32, 5:35, 11.6
16:38, 6:19, 12.6
17:41, 6:56, 13.6
18:42, 7:27, 14.6
19:39, 7:54, 15.6
20:36, 8:19, 16.6
21:31, 8:44, 17.6
22:26, 9:08, 18.6
23:23, 9:33, 19.6
--:--,10:01, 20.6
 0:21,10:34, 21.6
 1:20,11:12, 22.6
 2:20,11:57, 23.6
 3:18,12:51, 24.6
 4:13,13:52, 25.6
 5:02,14:59, 26.6
 5:44,16:09, 27.6
 6:22,17:20, 28.6
 6:55,18:30,  0.1
