月の出,月の入,月齢
 8:34,18:31,  1.2
 9:17,19:39,  2.2
 9:54,20:47,  3.2
10:27,21:54,  4.2
10:57,23:00,  5.2
11:25,--:--,  6.2
11:55, 0:05,  7.2
12:27, 1:12,  8.2
13:03, 2:22,  9.2
13:46, 3:32, 10.2
14:37, 4:43, 11.2
15:35, 5:50, 12.2
16:40, 6:50, 13.2
17:46, 7:41, 14.2
18:52, 8:23, 15.2
19:55, 8:58, 16.2
20:54, 9:27, 17.2
21:51, 9:53, 18.2
22:46,10:18, 19.2
23:41,10:42, 20.2
--:--,11:06, 21.2
 0:37,11:33, 22.2
 1:34,12:03, 23.2
 2:33,12:38, 24.2
 3:34,13:20, 25.2
 4:34,14:09, 26.2
 5:32,15:08, 27.2
 6:25,16:13, 28.2
 7:11,17:22, 29.2
 7:51,18:32,  0.6
 8:26,19:41,  1.6
