月の出,月の入,月齢
14:31,--:--,  9.3
15:11, 0:26, 10.3
15:46, 1:31, 11.3
16:19, 2:37, 12.3
16:49, 3:44, 13.3
17:19, 4:51, 14.3
17:50, 6:00, 15.3
18:25, 7:12, 16.3
19:04, 8:26, 17.3
19:51, 9:42, 18.3
20:46,10:56, 19.3
21:49,12:04, 20.3
22:56,13:02, 21.3
--:--,13:51, 22.3
 0:03,14:30, 23.3
 1:09,15:04, 24.3
 2:11,15:32, 25.3
 3:11,15:58, 26.3
 4:08,16:23, 27.3
 5:04,16:48, 28.3
 6:00,17:14, 29.3
 6:57,17:42,  0.6
 7:55,18:13,  1.6
 8:54,18:50,  2.6
 9:52,19:32,  3.6
10:47,20:21,  4.6
11:39,21:15,  5.6
12:26,22:14,  6.6
13:07,23:16,  7.6
13:43,--:--,  8.6
14:15, 0:20,  9.6
