月の出,月の入,月齢
10:55,23:25,  5.7
11:51,23:49,  6.7
12:47,--:--,  7.7
13:42, 0:14,  8.7
14:39, 0:41,  9.7
15:38, 1:10, 10.7
16:37, 1:44, 11.7
17:36, 2:25, 12.7
18:32, 3:12, 13.7
19:23, 4:07, 14.7
20:08, 5:07, 15.7
20:47, 6:11, 16.7
21:21, 7:17, 17.7
21:52, 8:22, 18.7
22:21, 9:27, 19.7
22:49,10:31, 20.7
23:19,11:36, 21.7
23:51,12:43, 22.7
--:--,13:53, 23.7
 0:29,15:05, 24.7
 1:14,16:17, 25.7
 2:08,17:24, 26.7
 3:11,18:24, 27.7
 4:19,19:14, 28.7
 5:28,19:55,  0.3
 6:36,20:29,  1.3
 7:41,20:59,  2.3
 8:41,21:25,  3.3
 9:39,21:50,  4.3
10:36,22:15,  5.3
11:32,22:41,  6.3
