月の出,月の入,月齢
10:30,23:03,  5.7
11:29,23:25,  6.7
12:27,23:48,  7.7
13:24,--:--,  8.7
14:23, 0:13,  9.7
15:24, 0:40, 10.7
16:24, 1:12, 11.7
17:24, 1:51, 12.7
18:21, 2:37, 13.7
19:11, 3:32, 14.7
19:55, 4:33, 15.7
20:32, 5:39, 16.7
21:05, 6:47, 17.7
21:33, 7:54, 18.7
22:00, 9:01, 19.7
22:26,10:08, 20.7
22:53,11:16, 21.7
23:23,12:25, 22.7
23:59,13:37, 23.7
--:--,14:51, 24.7
 0:42,16:05, 25.7
 1:34,17:13, 26.7
 2:36,18:12, 27.7
 3:45,19:01, 28.7
 4:56,19:40,  0.3
 6:06,20:12,  1.3
 7:13,20:40,  2.3
 8:16,21:04,  3.3
 9:16,21:27,  4.3
10:15,21:50,  5.3
11:13,22:14,  6.3
