月の出,月の入,月齢
14:26, 0:56, 10.6
14:53, 2:04, 11.6
15:20, 3:13, 12.6
15:51, 4:25, 13.6
16:25, 5:40, 14.6
17:07, 6:59, 15.6
17:58, 8:19, 16.6
18:59, 9:34, 17.6
20:08,10:39, 18.6
21:19,11:32, 19.6
22:30,12:15, 20.6
23:36,12:49, 21.6
--:--,13:17, 22.6
 0:39,13:42, 23.6
 1:39,14:05, 24.6
 2:37,14:28, 25.6
 3:35,14:51, 26.6
 4:34,15:16, 27.6
 5:33,15:45, 28.6
 6:33,16:18, 29.6
 7:33,16:57,  0.8
 8:30,17:43,  1.8
 9:24,18:36,  2.8
10:11,19:34,  3.8
10:52,20:36,  4.8
11:27,21:39,  5.8
11:58,22:43,  6.8
12:26,23:48,  7.8
12:52,--:--,  8.8
13:18, 0:53,  9.8
