月の出,月の入,月齢
13:46, 2:01, 10.8
14:17, 3:12, 11.8
14:55, 4:28, 12.8
15:41, 5:47, 13.8
16:37, 7:05, 14.8
17:44, 8:17, 15.8
18:57, 9:18, 16.8
20:11,10:07, 17.8
21:22,10:46, 18.8
22:28,11:18, 19.8
23:31,11:44, 20.8
--:--,12:09, 21.8
 0:31,12:31, 22.8
 1:29,12:55, 23.8
 2:27,13:19, 24.8
 3:26,13:47, 25.8
 4:26,14:18, 26.8
 5:26,14:56, 27.8
 6:24,15:40, 28.8
 7:19,16:31,  0.1
 8:09,17:28,  1.1
 8:52,18:30,  2.1
 9:29,19:33,  3.1
10:01,20:37,  4.1
10:29,21:40,  5.1
10:55,22:44,  6.1
11:20,23:48,  7.1
11:46,--:--,  8.1
12:14, 0:56,  9.1
12:47, 2:06, 10.1
13:27, 3:21, 11.1
