月の出,月の入,月齢
14:19,23:54,  9.3
14:57,--:--, 10.3
15:30, 1:00, 11.3
16:00, 2:08, 12.3
16:28, 3:17, 13.3
16:56, 4:27, 14.3
17:25, 5:39, 15.3
17:57, 6:53, 16.3
18:34, 8:10, 17.3
19:19, 9:28, 18.3
20:12,10:44, 19.3
21:14,11:52, 20.3
22:22,12:50, 21.3
23:31,13:38, 22.3
--:--,14:16, 23.3
 0:39,14:47, 24.3
 1:43,15:13, 25.3
 2:45,15:37, 26.3
 3:45,16:00, 27.3
 4:43,16:23, 28.3
 5:41,16:46, 29.3
 6:40,17:13,  0.6
 7:40,17:42,  1.6
 8:40,18:17,  2.6
 9:40,18:58,  3.6
10:36,19:46,  4.6
11:28,20:41,  5.6
12:14,21:41,  6.6
12:53,22:45,  7.6
13:28,23:50,  8.6
13:58,--:--,  9.6
