月の出,月の入,月齢
20:39,5:55,16.0
21:15,6:54,17.0
21:46,7:53,18.0
22:15,8:51,19.0
22:43,9:49,20.0
23:10,10:48,21.0
23:39,11:47,22.0
--:--,12:50,23.0
0:11,13:56,24.0
0:47,15:06,25.0
1:31,16:19,26.0
2:25,17:30,27.0
3:29,18:35,28.0
4:41,19:31,29.0
5:55,20:18,0.7
7:09,20:57,1.7
8:18,21:30,2.7
9:23,22:00,3.7
10:25,22:28,4.7
11:24,22:56,5.7
12:23,23:25,6.7
13:22,23:57,7.7
14:20,--:--,8.7
15:18,0:33,9.7
16:14,1:13,10.7
17:07,2:00,11.7
17:56,2:52,12.7
18:38,3:48,13.7
19:16,4:46,14.7
19:49,5:46,15.7
20:19,6:45,16.7
