月の出,月の入,月齢
20:47,7:44,17.7
21:14,8:43,18.7
21:42,9:42,19.7
22:12,10:43,20.7
22:46,11:47,21.7
23:26,12:54,22.7
--:--,14:03,23.7
0:14,15:13,24.7
1:12,16:19,25.7
2:19,17:18,26.7
3:31,18:08,27.7
4:44,18:50,28.7
5:55,19:26,0.4
7:03,19:57,1.4
8:07,20:26,2.4
9:09,20:55,3.4
10:10,21:24,4.4
11:10,21:56,5.4
12:09,22:30,6.4
13:09,23:09,7.4
14:06,23:54,8.4
15:01,--:--,9.4
15:51,0:44,10.4
16:35,1:38,11.4
17:15,2:36,12.4
17:49,3:36,13.4
18:21,4:36,14.4
18:50,5:35,15.4
19:17,6:35,16.4
19:45,7:35,17.4
20:15,8:36,18.4
