月の出,月の入,月齢
21:00,10:55,20.0
22:00,12:03,21.0
23:06,13:05,22.0
--:--,13:58,23.0
0:16,14:43,24.0
1:25,15:21,25.0
2:32,15:55,26.0
3:36,16:25,27.0
4:39,16:54,28.0
5:40,17:22,29.0
6:40,17:52,0.5
7:41,18:25,1.5
8:42,19:01,2.5
9:42,19:42,3.5
10:40,20:28,4.5
11:34,21:19,5.5
12:23,22:14,6.5
13:06,23:11,7.5
13:44,--:--,8.5
14:17,0:09,9.5
14:48,1:08,10.5
15:17,2:07,11.5
15:45,3:06,12.5
16:14,4:07,13.5
16:45,5:10,14.5
17:21,6:17,15.5
18:03,7:27,16.5
18:53,8:39,17.5
19:52,9:51,18.5
20:58,10:57,19.5
22:08,11:54,20.5
