月の出,月の入,月齢
14:55,4:47,12.1
15:58,6:00,13.1
17:08,7:07,14.1
18:21,8:03,15.1
19:32,8:50,16.1
20:40,9:29,17.1
21:43,10:02,18.1
22:42,10:30,19.1
23:40,10:57,20.1
--:--,11:24,21.1
0:36,11:51,22.1
1:33,12:20,23.1
2:30,12:52,24.1
3:27,13:30,25.1
4:25,14:13,26.1
5:20,15:03,27.1
6:12,15:58,28.1
6:59,16:58,29.1
7:40,17:59,0.3
8:16,19:01,1.3
8:49,20:03,2.3
9:18,21:04,3.3
9:46,22:05,4.3
10:15,23:07,5.3
10:45,--:--,6.3
11:18,0:12,7.3
11:58,1:20,8.3
12:44,2:31,9.3
13:41,3:42,10.3
14:45,4:49,11.3
15:56,5:49,12.3
