月の出,月の入,月齢
20:16,4:54,16.0
20:48,5:56,17.0
21:17,6:58,18.0
21:42,8:01,19.0
22:05,9:03,20.0
22:29,10:05,21.0
22:53,11:09,22.0
23:21,12:16,23.0
23:53,13:27,24.0
--:--,14:41,25.0
0:33,15:57,26.0
1:23,17:10,27.0
2:26,18:15,28.0
3:39,19:08,29.0
4:57,19:51,0.7
6:14,20:26,1.7
7:28,20:55,2.7
8:38,21:20,3.7
9:44,21:44,4.7
10:48,22:08,5.7
11:51,22:34,6.7
12:54,23:02,7.7
13:56,23:34,8.7
14:57,--:--,9.7
15:55,0:12,10.7
16:48,0:57,11.7
17:35,1:49,12.7
18:16,2:46,13.7
18:51,3:47,14.7
19:20,4:50,15.7
19:46,5:54,16.7
