月の出,月の入,月齢
20:10,6:56,17.7
20:34,7:59,18.7
20:58,9:03,19.7
21:23,10:08,20.7
21:53,11:16,21.7
22:29,12:27,22.7
23:14,13:41,23.7
--:--,14:53,24.7
0:09,16:00,25.7
1:16,16:57,26.7
2:30,17:43,27.7
3:48,18:21,28.7
5:04,18:52,0.4
6:16,19:20,1.4
7:25,19:45,2.4
8:31,20:09,3.4
9:36,20:35,4.4
10:40,21:02,5.4
11:44,21:33,6.4
12:46,22:09,7.4
13:46,22:51,8.4
14:41,23:41,9.4
15:31,--:--,10.4
16:14,0:36,11.4
16:51,1:36,12.4
17:22,2:39,13.4
17:50,3:43,14.4
18:15,4:46,15.4
18:38,5:50,16.4
19:02,6:54,17.4
19:28,8:00,18.4
