月の出,月の入,月齢
23:41,11:54,21.8
--:--,12:20,22.8
0:46,12:44,23.8
1:49,13:08,24.8
2:52,13:35,25.8
3:56,14:04,26.8
4:59,14:38,27.8
6:00,15:18,28.8
6:58,16:04,0.1
7:51,16:56,1.1
8:37,17:53,2.1
9:16,18:53,3.1
9:49,19:54,4.1
10:18,20:54,5.1
10:43,21:54,6.1
11:06,22:55,7.1
11:29,23:56,8.1
11:53,--:--,9.1
12:19,1:00,10.1
12:50,2:09,11.1
13:27,3:21,12.1
14:14,4:37,13.1
15:13,5:52,14.1
16:24,7:01,15.1
17:41,7:59,16.1
19:00,8:46,17.1
20:16,9:23,18.1
21:28,9:55,19.1
22:36,10:22,20.1
23:42,10:47,21.1
--:--,11:12,22.1
