月の出,月の入,月齢
19:59,10:33,20.0
20:57,11:43,21.0
22:04,12:44,22.0
23:17,13:36,23.0
--:--,14:18,24.0
0:30,14:52,25.0
1:41,15:21,26.0
2:50,15:47,27.0
3:57,16:12,28.0
5:02,16:36,29.0
6:07,17:02,0.5
7:12,17:31,1.5
8:17,18:03,2.5
9:20,18:41,3.5
10:20,19:25,4.5
11:15,20:16,5.5
12:03,21:12,6.5
12:44,22:12,7.5
13:19,23:13,8.5
13:49,--:--,9.5
14:16,0:16,10.5
14:41,1:18,11.5
15:05,2:22,12.5
15:30,3:27,13.5
15:57,4:34,14.5
16:28,5:46,15.5
17:06,7:00,16.5
17:52,8:16,17.5
18:49,9:30,18.5
19:55,10:37,19.5
21:08,11:32,20.5
