月の出,月の入,月齢
14:02,23:41,  9.3
14:41,--:--, 10.3
15:15, 0:47, 11.3
15:45, 1:55, 12.3
16:14, 3:04, 13.3
16:42, 4:13, 14.3
17:11, 5:24, 15.3
17:44, 6:38, 16.3
18:21, 7:54, 17.3
19:06, 9:12, 18.3
20:00,10:27, 19.3
21:02,11:36, 20.3
22:10,12:34, 21.3
23:19,13:22, 22.3
--:--,14:00, 23.3
 0:26,14:32, 24.3
 1:30,14:59, 25.3
 2:31,15:23, 26.3
 3:30,15:46, 27.3
 4:28,16:09, 28.3
 5:26,16:33, 29.3
 6:25,17:00,  0.6
 7:24,17:30,  1.6
 8:24,18:05,  2.6
 9:23,18:46,  3.6
10:20,19:34,  4.6
11:12,20:29,  5.6
11:58,21:29,  6.6
12:37,22:32,  7.6
13:12,23:37,  8.6
13:43,--:--,  9.6
