月の出,月の入,月齢
 6:54,21:37,  2.7
 7:36,22:52,  3.7
 8:27,--:--,  4.7
 9:26, 0:01,  5.7
10:30, 1:00,  6.7
11:37, 1:49,  7.7
12:42, 2:29,  8.7
13:45, 3:01,  9.7
14:45, 3:28, 10.7
15:43, 3:53, 11.7
16:40, 4:15, 12.7
17:36, 4:37, 13.7
18:34, 5:00, 14.7
19:32, 5:25, 15.7
20:32, 5:52, 16.7
21:32, 6:25, 17.7
22:32, 7:03, 18.7
23:28, 7:48, 19.7
--:--, 8:41, 20.7
 0:18, 9:41, 21.7
 1:03,10:46, 22.7
 1:41,11:53, 23.7
 2:14,13:02, 24.7
 2:44,14:12, 25.7
 3:13,15:22, 26.7
 3:41,16:35, 27.7
 4:12,17:51, 28.7
 4:46,19:09,  0.3
 5:26,20:27,  1.3
 6:14,21:42,  2.3
