月の出,月の入,月齢
 8:06,17:46,  1.2
 8:47,18:55,  2.2
 9:23,20:05,  3.2
 9:54,21:14,  4.2
10:22,22:22,  5.2
10:49,23:30,  6.2
11:16,--:--,  7.2
11:46, 0:39,  8.2
12:21, 1:49,  9.2
13:01, 3:02, 10.2
13:51, 4:14, 11.2
14:49, 5:22, 12.2
15:53, 6:22, 13.2
17:01, 7:12, 14.2
18:09, 7:53, 15.2
19:13, 8:26, 16.2
20:14, 8:54, 17.2
21:13, 9:19, 18.2
22:10, 9:42, 19.2
23:06,10:04, 20.2
--:--,10:27, 21.2
 0:03,10:52, 22.2
 1:02,11:20, 23.2
 2:03,11:53, 24.2
 3:05,12:34, 25.2
 4:06,13:23, 26.2
 5:05,14:21, 27.2
 5:57,15:27, 28.2
 6:42,16:38, 29.2
 7:21,17:49,  0.6
 7:54,19:01,  1.6
