月の出,月の入,月齢
11:57,22:27,  7.3
12:56,22:58,  8.3
13:56,23:34,  9.3
14:56,--:--, 10.3
15:54, 0:17, 11.3
16:47, 1:08, 12.3
17:34, 2:07, 13.3
18:15, 3:12, 14.3
18:50, 4:19, 15.3
19:20, 5:28, 16.3
19:48, 6:36, 17.3
20:15, 7:44, 18.3
20:43, 8:52, 19.3
21:13,10:01, 20.3
21:47,11:13, 21.3
22:27,12:26, 22.3
23:16,13:38, 23.3
--:--,14:47, 24.3
 0:13,15:48, 25.3
 1:19,16:40, 26.3
 2:28,17:22, 27.3
 3:37,17:56, 28.3
 4:44,18:26, 29.3
 5:48,18:51,  0.9
 6:49,19:15,  1.9
 7:48,19:38,  2.9
 8:47,20:02,  3.9
 9:45,20:28,  4.9
10:44,20:57,  5.9
11:44,21:30,  6.9
12:44,22:10,  7.9
