月の出,月の入,月齢
 9:12,23:38,  5.0
10:19,--:--,  6.0
11:23, 0:03,  7.0
12:24, 0:24,  8.0
13:24, 0:44,  9.0
14:24, 1:04, 10.0
15:24, 1:24, 11.0
16:26, 1:47, 12.0
17:29, 2:14, 13.0
18:32, 2:46, 14.0
19:32, 3:26, 15.0
20:26, 4:14, 16.0
21:13, 5:10, 17.0
21:52, 6:14, 18.0
22:24, 7:22, 19.0
22:52, 8:31, 20.0
23:17, 9:40, 21.0
23:41,10:50, 22.0
--:--,12:00, 23.0
 0:04,13:11, 24.0
 0:30,14:26, 25.0
 0:59,15:44, 26.0
 1:35,17:03, 27.0
 2:21,18:19, 28.0
 3:17,19:26, 29.0
 4:24,20:21,  0.7
 5:37,21:03,  1.7
 6:51,21:37,  2.7
 8:02,22:04,  3.7
 9:09,22:27,  4.7
