月の出,月の入,月齢
 8:19,17:29,  1.2
 8:58,18:42,  2.2
 9:30,19:55,  3.2
 9:57,21:08,  4.2
10:22,22:19,  5.2
10:46,23:30,  6.2
11:10,--:--,  7.2
11:37, 0:43,  8.2
12:08, 1:57,  9.2
12:46, 3:13, 10.2
13:33, 4:28, 11.2
14:30, 5:37, 12.2
15:36, 6:36, 13.2
16:46, 7:24, 14.2
17:56, 8:03, 15.2
19:03, 8:33, 16.2
20:08, 8:58, 17.2
21:09, 9:20, 18.2
22:09, 9:40, 19.2
23:08,10:00, 20.2
--:--,10:20, 21.2
 0:09,10:42, 22.2
 1:10,11:07, 23.2
 2:14,11:38, 24.2
 3:18,12:16, 25.2
 4:21,13:04, 26.2
 5:20,14:02, 27.2
 6:11,15:10, 28.2
 6:54,16:23, 29.2
 7:29,17:38,  0.6
 7:59,18:53,  1.6
