月の出,月の入,月齢
 8:25,20:07,  2.6
 8:50,21:20,  3.6
 9:14,22:34,  4.6
 9:40,23:48,  5.6
10:10,--:--,  6.6
10:45, 1:03,  7.6
11:28, 2:18,  8.6
12:21, 3:28,  9.6
13:22, 4:29, 10.6
14:30, 5:20, 11.6
15:39, 6:01, 12.6
16:48, 6:33, 13.6
17:53, 7:00, 14.6
18:56, 7:23, 15.6
19:57, 7:43, 16.6
20:57, 8:03, 17.6
21:57, 8:23, 18.6
22:58, 8:44, 19.6
24:00, 9:08, 20.6
--:--, 9:36, 21.6
 1:03,10:10, 22.6
 2:06,10:52, 23.6
 3:06,11:45, 24.6
 4:00,12:47, 25.6
 4:46,13:58, 26.6
 5:24,15:12, 27.6
 5:57,16:29, 28.6
 6:25,17:45,  0.1
