月の出,月の入,月齢
 8:46,20:34,  2.6
 9:13,21:43,  3.6
 9:41,22:53,  4.6
10:11,--:--,  5.6
10:43, 0:04,  6.6
11:22, 1:16,  7.6
12:08, 2:28,  8.6
13:02, 3:36,  9.6
14:03, 4:37, 10.6
15:09, 5:29, 11.6
16:16, 6:12, 12.6
17:21, 6:47, 13.6
18:23, 7:17, 14.6
19:23, 7:43, 15.6
20:21, 8:06, 16.6
21:18, 8:28, 17.6
22:15, 8:51, 18.6
23:13, 9:15, 19.6
--:--, 9:41, 20.6
 0:13,10:12, 21.6
 1:14,10:49, 22.6
 2:15,11:33, 23.6
 3:14,12:26, 24.6
 4:08,13:28, 25.6
 4:56,14:36, 26.6
 5:37,15:48, 27.6
 6:12,17:01, 28.6
 6:44,18:13,  0.1
