月の出,月の入,月齢
14:33, 1:05, 10.6
15:01, 2:12, 11.6
15:29, 3:21, 12.6
15:59, 4:33, 13.6
16:35, 5:48, 14.6
17:17, 7:06, 15.6
18:08, 8:25, 16.6
19:10, 9:40, 17.6
20:18,10:45, 18.6
21:29,11:39, 19.6
22:39,12:21, 20.6
23:45,12:56, 21.6
--:--,13:25, 22.6
 0:48,13:50, 23.6
 1:48,14:13, 24.6
 2:46,14:36, 25.6
 3:43,15:00, 26.6
 4:41,15:25, 27.6
 5:40,15:54, 28.6
 6:40,16:28, 29.6
 7:39,17:07,  0.8
 8:37,17:53,  1.8
 9:30,18:46,  2.8
10:17,19:44,  3.8
10:59,20:46,  4.8
11:34,21:49,  5.8
12:05,22:53,  6.8
12:33,23:57,  7.8
13:00,--:--,  8.8
13:26, 1:02,  9.8
