月の出,月の入,月齢
13:54, 2:09, 10.8
14:26, 3:20, 11.8
15:04, 4:35, 12.8
15:51, 5:53, 13.8
16:48, 7:11, 14.8
17:55, 8:23, 15.8
19:08, 9:25, 16.8
20:21,10:14, 17.8
21:32,10:53, 18.8
22:37,11:25, 19.8
23:39,11:52, 20.8
--:--,12:16, 21.8
 0:39,12:40, 22.8
 1:37,13:03, 23.8
 2:35,13:28, 24.8
 3:33,13:56, 25.8
 4:32,14:28, 26.8
 5:32,15:06, 27.8
 6:30,15:50, 28.8
 7:25,16:41,  0.1
 8:15,17:38,  1.1
 8:58,18:40,  2.1
 9:35,19:43,  3.1
10:08,20:46,  4.1
10:36,21:49,  5.1
11:02,22:52,  6.1
11:28,23:57,  7.1
11:54,--:--,  8.1
12:23, 1:03,  9.1
12:57, 2:14, 10.1
13:37, 3:28, 11.1
