月の出,月の入,月齢
10:39,23:11,  5.7
11:37,23:34,  6.7
12:34,23:57,  7.7
13:32,--:--,  8.7
14:30, 0:22,  9.7
15:30, 0:50, 10.7
16:31, 1:22, 11.7
17:31, 2:01, 12.7
18:27, 2:48, 13.7
19:18, 3:42, 14.7
20:02, 4:44, 15.7
20:39, 5:49, 16.7
21:12, 6:56, 17.7
21:41, 8:04, 18.7
22:07, 9:10, 19.7
22:34,10:16, 20.7
23:02,11:23, 21.7
23:32,12:33, 22.7
--:--,13:44, 23.7
 0:08,14:58, 24.7
 0:52,16:11, 25.7
 1:44,17:19, 26.7
 2:46,18:18, 27.7
 3:55,19:07, 28.7
 5:06,19:47,  0.3
 6:16,20:20,  1.3
 7:22,20:47,  2.3
 8:25,21:12,  3.3
 9:25,21:35,  4.3
10:23,21:58,  5.3
11:21,22:23,  6.3
