月の出,月の入,月齢
12:19,22:49,  7.3
13:19,23:20,  8.3
14:19,23:56,  9.3
15:19,--:--, 10.3
16:17, 0:39, 11.3
17:10, 1:31, 12.3
17:57, 2:29, 13.3
18:37, 3:34, 14.3
19:12, 4:42, 15.3
19:42, 5:51, 16.3
20:10, 6:59, 17.3
20:37, 8:07, 18.3
21:05, 9:15, 19.3
21:35,10:24, 20.3
22:09,11:36, 21.3
22:49,12:49, 22.3
23:38,14:01, 23.3
--:--,15:10, 24.3
 0:36,16:11, 25.3
 1:41,17:02, 26.3
 2:50,17:44, 27.3
 4:00,18:19, 28.3
 5:07,18:48, 29.3
 6:10,19:13,  0.9
 7:12,19:37,  1.9
 8:11,20:00,  2.9
 9:09,20:24,  3.9
10:08,20:50,  4.9
11:07,21:19,  5.9
12:07,21:52,  6.9
13:07,22:32,  7.9
