月の出,月の入,月齢
20:14,5:01,16.0
20:48,6:02,17.0
21:17,7:03,18.0
21:43,8:05,19.0
22:07,9:06,20.0
22:31,10:08,21.0
22:57,11:11,22.0
23:25,12:17,23.0
23:58,13:27,24.0
--:--,14:40,25.0
0:39,15:55,26.0
1:30,17:08,27.0
2:33,18:13,28.0
3:45,19:07,29.0
5:03,19:51,0.7
6:19,20:26,1.7
7:32,20:56,2.7
8:41,21:22,3.7
9:47,21:47,4.7
10:50,22:12,5.7
11:52,22:38,6.7
12:53,23:07,7.7
13:55,23:40,8.7
14:55,--:--,9.7
15:53,0:19,10.7
16:46,1:04,11.7
17:34,1:56,12.7
18:15,2:53,13.7
18:50,3:53,14.7
19:20,4:56,15.7
19:47,5:58,16.7
