月の出,月の入,月齢
14:00,4:23,12.1
15:01,5:38,13.1
16:12,6:45,14.1
17:27,7:40,15.1
18:42,8:24,16.1
19:53,9:00,17.1
21:00,9:29,18.1
22:03,9:55,19.1
23:04,10:18,20.1
--:--,10:41,21.1
0:03,11:05,22.1
1:03,11:32,23.1
2:03,12:01,24.1
3:03,12:36,25.1
4:02,13:18,26.1
4:59,14:06,27.1
5:51,15:02,28.1
6:36,16:03,29.1
7:15,17:08,0.3
7:49,18:13,1.3
8:18,19:17,2.3
8:44,20:22,3.3
9:09,21:27,4.3
9:34,22:33,5.3
10:01,23:41,6.3
10:31,--:--,7.3
11:07,0:53,8.3
11:50,2:06,9.3
12:45,3:20,10.3
13:49,4:28,11.3
15:01,5:26,12.3
