月の出,月の入,月齢
23:44,11:56,21.8
--:--,12:22,22.8
0:48,12:47,23.8
1:51,13:12,24.8
2:53,13:39,25.8
3:55,14:09,26.8
4:58,14:44,27.8
5:58,15:24,28.8
6:56,16:11,0.1
7:49,17:03,1.1
8:35,18:00,2.1
9:15,18:59,3.1
9:49,19:59,4.1
10:18,20:59,5.1
10:44,21:58,6.1
11:08,22:57,7.1
11:32,23:58,8.1
11:56,--:--,9.1
12:23,1:02,10.1
12:55,2:09,11.1
13:33,3:20,12.1
14:21,4:35,13.1
15:20,5:50,14.1
16:30,6:59,15.1
17:48,7:57,16.1
19:06,8:45,17.1
20:21,9:24,18.1
21:32,9:56,19.1
22:39,10:24,20.1
23:43,10:50,21.1
--:--,11:15,22.1
