月の出,月の入,月齢
14:25,4:36,12.1
15:27,5:50,13.1
16:37,6:56,14.1
17:51,7:52,15.1
19:05,8:37,16.1
20:15,9:14,17.1
21:20,9:45,18.1
22:21,10:12,19.1
23:21,10:37,20.1
--:--,11:01,21.1
0:19,11:26,22.1
1:18,11:54,23.1
2:16,12:24,24.1
3:16,13:00,25.1
4:14,13:43,26.1
5:10,14:32,27.1
6:02,15:27,28.1
6:48,16:28,29.1
7:28,17:31,0.3
8:03,18:35,1.3
8:33,19:38,2.3
9:01,20:41,3.3
9:27,21:45,4.3
9:53,22:49,5.3
10:21,23:56,6.3
10:53,--:--,7.3
11:30,1:07,8.3
12:15,2:19,9.3
13:10,3:31,10.3
14:14,4:39,11.3
15:26,5:38,12.3
