月の出,月の入,月齢
--:--,12:12,21.8
0:04,12:40,22.8
1:06,13:06,23.8
2:07,13:32,24.8
3:08,14:01,25.8
4:09,14:32,26.8
5:11,15:08,27.8
6:11,15:49,28.8
7:08,16:36,0.1
8:01,17:28,1.1
8:47,18:24,2.1
9:27,19:23,3.1
10:02,20:22,4.1
10:32,21:20,5.1
10:59,22:18,6.1
11:25,23:16,7.1
11:50,--:--,8.1
12:15,0:16,9.1
12:44,1:18,10.1
13:16,2:24,11.1
13:56,3:34,12.1
14:45,4:48,13.1
15:45,6:02,14.1
16:55,7:10,15.1
18:12,8:10,16.1
19:28,8:58,17.1
20:42,9:38,18.1
21:51,10:12,19.1
22:57,10:41,20.1
--:--,11:08,21.1
0:00,11:35,22.1
