月の出,月の入,月齢
20:29,7:20,17.7
20:54,8:21,18.7
21:20,9:22,19.7
21:48,10:25,20.7
22:20,11:31,21.7
22:58,12:40,22.7
23:44,13:52,23.7
--:--,15:03,24.7
0:41,16:09,25.7
1:48,17:07,26.7
3:01,17:55,27.7
4:16,18:35,28.7
5:30,19:09,0.4
6:40,19:38,1.4
7:46,20:06,2.4
8:50,20:32,3.4
9:53,21:00,4.4
10:55,21:29,5.4
11:56,22:02,6.4
12:57,22:40,7.4
13:56,23:23,8.4
14:51,--:--,9.4
15:40,0:13,10.4
16:24,1:08,11.4
17:02,2:07,12.4
17:36,3:08,13.4
18:05,4:09,14.4
18:32,5:11,15.4
18:58,6:13,16.4
19:24,7:15,17.4
19:52,8:18,18.4
