月の出,月の入,月齢
20:22,10:41,20.0
21:21,11:50,21.0
22:28,12:51,22.0
23:39,13:44,23.0
--:--,14:27,24.0
0:51,15:03,25.0
2:00,15:33,26.0
3:08,16:01,27.0
4:13,16:27,28.0
5:16,16:54,29.0
6:19,17:21,0.5
7:23,17:51,1.5
8:26,18:25,2.5
9:28,19:04,3.5
10:27,19:49,4.5
11:21,20:40,5.5
12:10,21:36,6.5
12:52,22:34,7.5
13:28,23:35,8.5
13:59,--:--,9.5
14:28,0:35,10.5
14:54,1:37,11.5
15:20,2:38,12.5
15:46,3:42,13.5
16:15,4:48,14.5
16:48,5:57,15.5
17:28,7:10,16.5
18:15,8:24,17.5
19:13,9:37,18.5
20:19,10:43,19.5
21:31,11:40,20.5
