月の出,月の入,月齢
23:58,12:08,21.8
--:--,12:34,22.8
1:01,13:00,23.8
2:03,13:26,24.8
3:04,13:54,25.8
4:06,14:25,26.8
5:07,15:00,27.8
6:08,15:41,28.8
7:05,16:28,0.1
7:58,17:20,1.1
8:44,18:17,2.1
9:24,19:15,3.1
9:58,20:15,4.1
10:28,21:14,5.1
10:55,22:12,6.1
11:20,23:11,7.1
11:44,--:--,8.1
12:10,0:11,9.1
12:38,1:14,10.1
13:10,2:20,11.1
13:49,3:31,12.1
14:37,4:45,13.1
15:37,5:59,14.1
16:47,7:08,15.1
18:04,8:07,16.1
19:21,8:55,17.1
20:36,9:34,18.1
21:45,10:07,19.1
22:52,10:36,20.1
23:55,11:03,21.1
--:--,11:29,22.1
