月の出,月の入,月齢
14:17,4:33,12.1
15:19,5:47,13.1
16:29,6:53,14.1
17:44,7:49,15.1
18:58,8:34,16.1
20:08,9:10,17.1
21:14,9:40,18.1
22:16,10:07,19.1
23:16,10:31,20.1
--:--,10:55,21.1
0:15,11:20,22.1
1:14,11:47,23.1
2:13,12:17,24.1
3:12,12:53,25.1
4:11,13:35,26.1
5:08,14:24,27.1
6:00,15:19,28.1
6:45,16:20,29.1
7:25,17:24,0.3
7:59,18:28,1.3
8:29,19:32,2.3
8:56,20:36,3.3
9:22,21:39,4.3
9:48,22:45,5.3
10:15,23:52,6.3
10:46,--:--,7.3
11:23,1:03,8.3
12:07,2:16,9.3
13:02,3:29,10.3
14:06,4:36,11.3
15:18,5:35,12.3
