月の出,月の入,月齢
20:24,7:14,17.7
20:49,8:15,18.7
21:14,9:17,19.7
21:42,10:21,20.7
22:13,11:27,21.7
22:51,12:37,22.7
23:37,13:49,23.7
--:--,15:00,24.7
0:33,16:06,25.7
1:40,17:04,26.7
2:54,17:52,27.7
4:09,18:32,28.7
5:23,19:05,0.4
6:34,19:34,1.4
7:41,20:00,2.4
8:46,20:26,3.4
9:49,20:53,4.4
10:51,21:22,5.4
11:53,21:55,6.4
12:54,22:32,7.4
13:53,23:15,8.4
14:48,--:--,9.4
15:38,0:05,10.4
16:21,1:00,11.4
16:59,1:59,12.4
17:32,3:01,13.4
18:01,4:03,14.4
18:27,5:05,15.4
18:53,6:07,16.4
19:18,7:09,17.4
19:46,8:13,18.4
