月の出,月の入,月齢
 8:22,20:09,  2.6
 8:49,21:19,  3.6
 9:17,22:29,  4.6
 9:46,23:40,  5.6
10:19,--:--,  6.6
10:57, 0:52,  7.6
11:43, 2:03,  8.6
12:37, 3:12,  9.6
13:38, 4:13, 10.6
14:44, 5:05, 11.6
15:51, 5:48, 12.6
16:56, 6:23, 13.6
17:59, 6:53, 14.6
18:59, 7:19, 15.6
19:57, 7:42, 16.6
20:54, 8:04, 17.6
21:51, 8:27, 18.6
22:49, 8:51, 19.6
23:49, 9:17, 20.6
--:--, 9:48, 21.6
 0:49,10:24, 22.6
 1:51,11:09, 23.6
 2:49,12:02, 24.6
 3:44,13:03, 25.6
 4:32,14:11, 26.6
 5:13,15:23, 27.6
 5:48,16:36, 28.6
 6:20,17:48,  0.1
