月の出,月の入,月齢
 9:22,23:31,  5.0
10:26,23:58,  6.0
11:27,--:--,  7.0
12:25, 0:22,  8.0
13:22, 0:45,  9.0
14:19, 1:07, 10.0
15:17, 1:30, 11.0
16:16, 1:56, 12.0
17:16, 2:25, 13.0
18:17, 3:00, 14.0
19:15, 3:41, 15.0
20:10, 4:30, 16.0
20:58, 5:26, 17.0
21:39, 6:28, 18.0
22:14, 7:34, 19.0
22:45, 8:40, 20.0
23:13, 9:46, 21.0
23:40,10:52, 22.0
--:--,11:59, 23.0
 0:06,13:07, 24.0
 0:35,14:19, 25.0
 1:08,15:33, 26.0
 1:47,16:49, 27.0
 2:35,18:03, 28.0
 3:33,19:10, 29.0
 4:40,20:06,  0.7
 5:51,20:51,  1.7
 7:02,21:27,  2.7
 8:10,21:57,  3.7
 9:14,22:23,  4.7
