月の出,月の入,月齢
 8:04,17:43,  1.2
 8:46,18:53,  2.2
 9:21,20:03,  3.2
 9:52,21:12,  4.2
10:20,22:20,  5.2
10:47,23:28,  6.2
11:14,--:--,  7.2
11:44, 0:37,  8.2
12:18, 1:48,  9.2
12:59, 3:01, 10.2
13:48, 4:13, 11.2
14:46, 5:21, 12.2
15:51, 6:20, 13.2
16:59, 7:10, 14.2
18:06, 7:51, 15.2
19:11, 8:24, 16.2
20:12, 8:52, 17.2
21:11, 9:17, 18.2
22:08, 9:40, 19.2
23:04,10:02, 20.2
--:--,10:25, 21.2
 0:02,10:50, 22.2
 1:01,11:18, 23.2
 2:01,11:51, 24.2
 3:04,12:31, 25.2
 4:05,13:20, 26.2
 5:03,14:19, 27.2
 5:56,15:25, 28.2
 6:41,16:35, 29.2
 7:19,17:47,  0.6
 7:52,18:59,  1.6
