月の出,月の入,月齢
13:30, 1:45, 10.8
14:02, 2:55, 11.8
14:40, 4:11, 12.8
15:26, 5:29, 13.8
16:23, 6:47, 14.8
17:30, 7:59, 15.8
18:43, 9:00, 16.8
19:56, 9:50, 17.8
21:07,10:29, 18.8
22:13,11:01, 19.8
23:15,11:28, 20.8
--:--,11:53, 21.8
 0:14,12:16, 22.8
 1:12,12:39, 23.8
 2:10,13:04, 24.8
 3:09,13:32, 25.8
 4:08,14:04, 26.8
 5:08,14:41, 27.8
 6:06,15:25, 28.8
 7:01,16:16,  0.1
 7:51,17:14,  1.1
 8:34,18:15,  2.1
 9:12,19:18,  3.1
 9:44,20:21,  4.1
10:12,21:24,  5.1
10:38,22:28,  6.1
11:04,23:32,  7.1
11:30,--:--,  8.1
11:59, 0:39,  9.1
12:32, 1:49, 10.1
13:13, 3:03, 11.1
