月の出,月の入,月齢
13:41,22:54,  8.9
14:36,23:49,  9.9
15:25,--:--, 10.9
16:08, 0:51, 11.9
16:45, 1:58, 12.9
17:17, 3:06, 13.9
17:46, 4:15, 14.9
18:14, 5:25, 15.9
18:42, 6:35, 16.9
19:12, 7:46, 17.9
19:45, 8:58, 18.9
20:23,10:13, 19.9
21:10,11:27, 20.9
22:05,12:39, 21.9
23:08,13:42, 22.9
--:--,14:36, 23.9
 0:16,15:20, 24.9
 1:24,15:56, 25.9
 2:31,16:26, 26.9
 3:35,16:53, 27.9
 4:36,17:17, 28.9
 5:36,17:40,  0.3
 6:34,18:03,  1.3
 7:33,18:28,  2.3
 8:32,18:55,  3.3
 9:32,19:26,  4.3
10:32,20:03,  5.3
11:30,20:47,  6.3
12:26,21:38,  7.3
13:17,22:36,  8.3
