月の出,月の入,月齢
 6:51,21:36,  2.7
 7:34,22:51,  3.7
 8:25,24:00,  4.7
 9:23,--:--,  5.7
10:28, 0:59,  6.7
11:34, 1:48,  7.7
12:40, 2:27,  8.7
13:43, 2:59,  9.7
14:43, 3:27, 10.7
15:41, 3:51, 11.7
16:38, 4:13, 12.7
17:35, 4:36, 13.7
18:32, 4:58, 14.7
19:31, 5:23, 15.7
20:31, 5:50, 16.7
21:31, 6:22, 17.7
22:30, 7:00, 18.7
23:26, 7:46, 19.7
--:--, 8:39, 20.7
 0:17, 9:39, 21.7
 1:01,10:44, 22.7
 1:39,11:51, 23.7
 2:13,13:00, 24.7
 2:43,14:10, 25.7
 3:11,15:20, 26.7
 3:39,16:33, 27.7
 4:09,17:49, 28.7
 4:44,19:07,  0.3
 5:24,20:26,  1.3
 6:12,21:41,  2.3
