月の出,月の入,月齢
19:15,10:33,20.0
20:12,11:45,21.0
21:20,12:46,22.0
22:36,13:35,23.0
23:53,14:13,24.0
--:--,14:43,25.0
1:09,15:08,26.0
2:23,15:29,27.0
3:35,15:49,28.0
4:45,16:09,29.0
5:54,16:31,0.5
7:04,16:55,1.5
8:12,17:24,2.5
9:19,17:59,3.5
10:22,18:41,4.5
11:17,19:31,5.5
12:05,20:28,6.5
12:44,21:30,7.5
13:16,22:36,8.5
13:42,23:42,9.5
14:05,--:--,10.5
14:25,0:49,11.5
14:45,1:57,12.5
15:06,3:07,13.5
15:28,4:19,14.5
15:55,5:35,15.5
16:28,6:54,16.5
17:10,8:15,17.5
18:04,9:32,18.5
19:11,10:39,19.5
20:26,11:32,20.5
