月の出,月の入,月齢
23:16,11:39,21.8
--:--,12:00,22.8
0:26,12:20,23.8
1:34,12:40,24.8
2:41,13:02,25.8
3:49,13:27,26.8
4:55,13:58,27.8
6:00,14:34,28.8
7:00,15:19,0.1
7:54,16:12,1.1
8:38,17:11,2.1
9:15,18:13,3.1
9:44,19:18,4.1
10:09,20:22,5.1
10:30,21:26,6.1
10:50,22:31,7.1
11:09,23:37,8.1
11:29,--:--,9.1
11:50,0:45,10.1
12:16,1:58,11.1
12:49,3:15,12.1
13:32,4:35,13.1
14:28,5:53,14.1
15:39,7:02,15.1
17:00,7:58,16.1
18:24,8:41,17.1
19:45,9:14,18.1
21:02,9:41,19.1
22:15,10:03,20.1
23:25,10:24,21.1
--:--,10:45,22.1
