月の出,月の入,月齢
20:33,5:32,16.0
21:08,6:32,17.0
21:38,7:32,18.0
22:05,8:33,19.0
22:30,9:33,20.0
22:56,10:33,21.0
23:23,11:35,22.0
23:52,12:39,23.0
--:--,13:48,24.0
0:27,15:00,25.0
1:09,16:14,26.0
2:01,17:26,27.0
3:04,18:31,28.0
4:17,19:26,29.0
5:33,20:11,0.7
6:48,20:47,1.7
8:00,21:19,2.7
9:07,21:46,3.7
10:11,22:13,4.7
11:13,22:39,5.7
12:14,23:06,6.7
13:14,23:36,7.7
14:14,--:--,8.7
15:13,0:10,9.7
16:11,0:50,10.7
17:04,1:36,11.7
17:51,2:27,12.7
18:33,3:24,13.7
19:09,4:24,14.7
19:41,5:25,15.7
20:09,6:26,16.7
