月の出,月の入,月齢
20:35,7:27,17.7
21:00,8:27,18.7
21:26,9:29,19.7
21:54,10:32,20.7
22:26,11:38,21.7
23:04,12:47,22.7
23:51,13:58,23.7
--:--,15:09,24.7
0:48,16:16,25.7
1:54,17:13,26.7
3:08,18:02,27.7
4:23,18:42,28.7
5:36,19:15,0.4
6:46,19:45,1.4
7:53,20:12,2.4
8:57,20:39,3.4
9:59,21:06,4.4
11:01,21:35,5.4
12:03,22:08,6.4
13:03,22:46,7.4
14:02,23:30,8.4
14:57,--:--,9.4
15:47,0:19,10.4
16:31,1:14,11.4
17:09,2:13,12.4
17:42,3:14,13.4
18:11,4:16,14.4
18:38,5:18,15.4
19:04,6:19,16.4
19:30,7:21,17.4
19:58,8:24,18.4
