月の出,月の入,月齢
20:37,10:50,20.0
21:36,11:59,21.0
22:43,13:01,22.0
23:53,13:53,23.0
--:--,14:37,24.0
1:04,15:13,25.0
2:13,15:44,26.0
3:20,16:12,27.0
4:24,16:39,28.0
5:28,17:06,29.0
6:30,17:34,0.5
7:33,18:04,1.5
8:36,18:39,2.5
9:37,19:18,3.5
10:36,20:04,4.5
11:30,20:54,5.5
12:19,21:50,6.5
13:01,22:48,7.5
13:37,23:48,8.5
14:09,--:--,9.5
14:38,0:49,10.5
15:05,1:49,11.5
15:31,2:51,12.5
15:58,3:53,13.5
16:28,4:59,14.5
17:01,6:08,15.5
17:41,7:20,16.5
18:30,8:34,17.5
19:27,9:47,18.5
20:34,10:53,19.5
21:45,11:49,20.5
