月の出,月の入,月齢
 8:20,18:08,  1.2
 9:03,19:17,  2.2
 9:39,20:26,  3.2
10:10,21:34,  4.2
10:39,22:41,  5.2
11:07,23:48,  6.2
11:36,--:--,  7.2
12:06, 0:56,  8.2
12:42, 2:06,  9.2
13:24, 3:18, 10.2
14:13, 4:29, 11.2
15:12, 5:36, 12.2
16:16, 6:36, 13.2
17:24, 7:27, 14.2
18:30, 8:08, 15.2
19:34, 8:42, 16.2
20:34, 9:11, 17.2
21:32, 9:36, 18.2
22:28,10:00, 19.2
23:24,10:23, 20.2
--:--,10:47, 21.2
 0:20,11:12, 22.2
 1:18,11:41, 23.2
 2:18,12:15, 24.2
 3:20,12:56, 25.2
 4:21,13:46, 26.2
 5:19,14:44, 27.2
 6:11,15:50, 28.2
 6:57,17:00, 29.2
 7:36,18:11,  0.6
 8:10,19:21,  1.6
