月の出,月の入,月齢
14:28, 1:03, 10.6
14:57, 2:09, 11.6
15:26, 3:17, 12.6
15:57, 4:27, 13.6
16:33, 5:42, 14.6
17:17, 6:59, 15.6
18:09, 8:17, 16.6
19:10, 9:32, 17.6
20:19,10:37, 18.6
21:29,11:31, 19.6
22:38,12:14, 20.6
23:44,12:50, 21.6
--:--,13:19, 22.6
 0:45,13:45, 23.6
 1:44,14:09, 24.6
 2:41,14:33, 25.6
 3:38,14:57, 26.6
 4:35,15:24, 27.6
 5:33,15:53, 28.6
 6:32,16:28, 29.6
 7:31,17:07,  0.8
 8:28,17:54,  1.8
 9:21,18:47,  2.8
10:09,19:45,  3.8
10:51,20:46,  4.8
11:27,21:48,  5.8
11:59,22:51,  6.8
12:28,23:54,  7.8
12:55,--:--,  8.8
13:23, 0:58,  9.8
