月の出,月の入,月齢
13:52, 2:05, 10.8
14:25, 3:14, 11.8
15:03, 4:28, 12.8
15:51, 5:46, 13.8
16:48, 7:03, 14.8
17:55, 8:15, 15.8
19:08, 9:16, 16.8
20:21,10:06, 17.8
21:30,10:46, 18.8
22:35,11:19, 19.8
23:36,11:47, 20.8
--:--,12:12, 21.8
 0:35,12:37, 22.8
 1:32,13:01, 23.8
 2:29,13:27, 24.8
 3:27,13:55, 25.8
 4:25,14:28, 26.8
 5:24,15:06, 27.8
 6:22,15:51, 28.8
 7:17,16:42,  0.1
 8:07,17:39,  1.1
 8:50,18:40,  2.1
 9:28,19:42,  3.1
10:01,20:44,  4.1
10:30,21:47,  5.1
10:58,22:49,  6.1
11:24,23:52,  7.1
11:51,--:--,  8.1
12:21, 0:58,  9.1
12:56, 2:07, 10.1
13:37, 3:20, 11.1
