月の出,月の入,月齢
10:36,23:07,  5.7
11:33,23:30,  6.7
12:29,23:54,  7.7
13:26,--:--,  8.7
14:24, 0:20,  9.7
15:23, 0:49, 10.7
16:23, 1:22, 11.7
17:22, 2:02, 12.7
18:18, 2:48, 13.7
19:09, 3:43, 14.7
19:54, 4:44, 15.7
20:32, 5:49, 16.7
21:06, 6:55, 17.7
21:35, 8:02, 18.7
22:03, 9:07, 19.7
22:31,10:12, 20.7
22:59,11:19, 21.7
23:31,12:27, 22.7
--:--,13:38, 23.7
 0:08,14:50, 24.7
 0:52,16:03, 25.7
 1:45,17:11, 26.7
 2:47,18:10, 27.7
 3:55,19:00, 28.7
 5:06,19:40,  0.3
 6:15,20:14,  1.3
 7:20,20:42,  2.3
 8:22,21:08,  3.3
 9:21,21:32,  4.3
10:18,21:56,  5.3
11:15,22:21,  6.3
