月の出,月の入,月齢
 9:45,23:48,  5.0
10:49,--:--,  6.0
11:49, 0:16,  7.0
12:46, 0:41,  8.0
13:42, 1:05,  9.0
14:38, 1:28, 10.0
15:35, 1:52, 11.0
16:33, 2:19, 12.0
17:33, 2:49, 13.0
18:33, 3:24, 14.0
19:31, 4:06, 15.0
20:25, 4:55, 16.0
21:13, 5:52, 17.0
21:55, 6:54, 18.0
22:32, 7:58, 19.0
23:03, 9:04, 20.0
23:32,10:09, 21.0
24:00,11:14, 22.0
--:--,12:19, 23.0
 0:27,13:27, 24.0
 0:57,14:37, 25.0
 1:31,15:51, 26.0
 2:11,17:06, 27.0
 3:00,18:19, 28.0
 3:59,19:26, 29.0
 5:05,20:22,  0.7
 6:16,21:08,  1.7
 7:26,21:45,  2.7
 8:33,22:16,  3.7
 9:36,22:42,  4.7
