月の出,月の入,月齢
20:36,5:39,16.0
21:10,6:39,17.0
21:41,7:39,18.0
22:09,8:39,19.0
22:35,9:38,20.0
23:01,10:38,21.0
23:28,11:39,22.0
23:58,12:43,23.0
--:--,13:51,24.0
0:33,15:02,25.0
1:16,16:16,26.0
2:09,17:28,27.0
3:12,18:33,28.0
4:24,19:28,29.0
5:40,20:14,0.7
6:55,20:51,1.7
8:06,21:23,2.7
9:13,21:51,3.7
10:16,22:18,4.7
11:17,22:44,5.7
12:17,23:12,6.7
13:17,23:43,7.7
14:17,--:--,8.7
15:16,0:18,9.7
16:13,0:57,10.7
17:06,1:43,11.7
17:54,2:35,12.7
18:35,3:32,13.7
19:12,4:31,14.7
19:44,5:32,15.7
20:12,6:32,16.7
