月の出,月の入,月齢
20:44,10:53,20.0
21:44,12:01,21.0
22:50,13:03,22.0
--:--,13:55,23.0
0:00,14:39,24.0
1:11,15:16,25.0
2:20,15:48,26.0
3:25,16:17,27.0
4:29,16:44,28.0
5:32,17:11,29.0
6:34,17:40,0.5
7:36,18:11,1.5
8:38,18:46,2.5
9:39,19:26,3.5
10:38,20:11,4.5
11:32,21:02,5.5
12:21,21:57,6.5
13:03,22:56,7.5
13:40,23:55,8.5
14:13,--:--,9.5
14:42,0:55,10.5
15:09,1:55,11.5
15:36,2:56,12.5
16:04,3:58,13.5
16:34,5:03,14.5
17:08,6:11,15.5
17:48,7:23,16.5
18:37,8:37,17.5
19:35,9:49,18.5
20:41,10:55,19.5
21:52,11:52,20.5
