月の出,月の入,月齢
20:39,7:33,17.7
21:05,8:33,18.7
21:32,9:33,19.7
22:00,10:36,20.7
22:33,11:41,21.7
23:11,12:50,22.7
23:58,14:01,23.7
--:--,15:11,24.7
0:55,16:18,25.7
2:02,17:16,26.7
3:15,18:04,27.7
4:30,18:45,28.7
5:43,19:19,0.4
6:52,19:49,1.4
7:58,20:17,2.4
9:01,20:44,3.4
10:03,21:12,4.4
11:05,21:42,5.4
12:06,22:15,6.4
13:06,22:54,7.4
14:04,23:37,8.4
14:59,--:--,9.4
15:49,0:27,10.4
16:33,1:22,11.4
17:11,2:21,12.4
17:45,3:21,13.4
18:15,4:22,14.4
18:42,5:23,15.4
19:09,6:24,16.4
19:35,7:26,17.4
20:04,8:29,18.4
