月の出,月の入,月齢
13:44,22:55,  8.9
14:39,23:50,  9.9
15:28,--:--, 10.9
16:10, 0:52, 11.9
16:47, 1:59, 12.9
17:19, 3:08, 13.9
17:49, 4:17, 14.9
18:16, 5:27, 15.9
18:44, 6:37, 16.9
19:13, 7:48, 17.9
19:46, 9:01, 18.9
20:25,10:16, 19.9
21:11,11:30, 20.9
22:06,12:41, 21.9
23:09,13:45, 22.9
--:--,14:39, 23.9
 0:17,15:23, 24.9
 1:25,15:59, 25.9
 2:32,16:29, 26.9
 3:36,16:55, 27.9
 4:38,17:19, 28.9
 5:38,17:41,  0.3
 6:36,18:05,  1.3
 7:35,18:29,  2.3
 8:34,18:56,  3.3
 9:34,19:28,  4.3
10:34,20:04,  5.3
11:33,20:48,  6.3
12:29,21:39,  7.3
13:19,22:37,  8.3
