月の出,月の入,月齢
 6:51,19:02,  1.1
 7:19,20:15,  2.1
 7:48,21:28,  3.1
 8:20,22:43,  4.1
 8:58,23:57,  5.1
 9:41,--:--,  6.1
10:33, 1:08,  7.1
11:32, 2:11,  8.1
12:37, 3:06,  9.1
13:43, 3:51, 10.1
14:48, 4:28, 11.1
15:51, 4:58, 12.1
16:51, 5:24, 13.1
17:49, 5:48, 14.1
18:47, 6:10, 15.1
19:44, 6:32, 16.1
20:42, 6:55, 17.1
21:41, 7:20, 18.1
22:41, 7:49, 19.1
23:42, 8:23, 20.1
--:--, 9:03, 21.1
 0:41, 9:51, 22.1
 1:36,10:48, 23.1
 2:25,11:52, 24.1
 3:08,13:01, 25.1
 3:45,14:12, 26.1
 4:18,15:24, 27.1
 4:48,16:36, 28.1
 5:16,17:49, 29.1
 5:45,19:04,  0.7
 6:17,20:21,  1.7
