月の出,月の入,月齢
 8:24,20:11,  2.6
 8:51,21:21,  3.6
 9:19,22:31,  4.6
 9:48,23:42,  5.6
10:20,--:--,  6.6
10:59, 0:54,  7.6
11:44, 2:06,  8.6
12:38, 3:15,  9.6
13:39, 4:16, 10.6
14:45, 5:08, 11.6
15:52, 5:51, 12.6
16:58, 6:26, 13.6
18:00, 6:55, 14.6
19:00, 7:21, 15.6
19:59, 7:44, 16.6
20:56, 8:06, 17.6
21:53, 8:28, 18.6
22:51, 8:52, 19.6
23:51, 9:18, 20.6
--:--, 9:49, 21.6
 0:52,10:25, 22.6
 1:53,11:10, 23.6
 2:52,12:03, 24.6
 3:47,13:04, 25.6
 4:34,14:13, 26.6
 5:15,15:24, 27.6
 5:51,16:37, 28.6
 6:22,17:50,  0.1
